Year,Which of the following languages or technologies have you used significantly in the past year?
2013,"C++, C#, SQL"
2013,"C#, JavaScript, jQuery, Node.js"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, SQL"
2013,
2013,"C#, JavaScript, jQuery, T-SQL"
2013,
2013,"C#, JavaScript, jQuery"
2013,"JavaScript, jQuery, PHP"
2013,"C#, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery"
2013,"Java, JavaScript"
2013,Java
2013,"C#, Java, SQL, Ada, SQLite, Xml/XSLT/Xml Schema, SPARQL, LaTeX"
2013,"C#, Java, JavaScript, jQuery, SQL, COBOL"
2013,"C, JavaScript, Objective-C, PHP"
2013,
2013,"C, C++, Java"
2013,"JavaScript, jQuery, PHP, SQL, phonegap"
2013,C++
2013,"Objective-C, Python"
2013,
2013,"Java, SQL"
2013,"C++, C#, JavaScript"
2013,
2013,Java
2013,C++
2013,"Objective-C, PHP, SQL"
2013,"Python, Erlang"
2013,"C#, JavaScript, jQuery, PHP, Python, SQL"
2013,"JavaScript, PHP"
2013,"Objective-C, Python, Perl"
2013,
2013,"C#, Java, PHP"
2013,"Java, JavaScript, jQuery, Ruby, SQL"
2013,Java
2013,
2013,"C#, JavaScript, SQL"
2013,"Java, JavaScript, PHP, SQL"
2013,"C, C++, C#, bash, csh"
2013,Python
2013,"Java, JavaScript, jQuery, PHP"
2013,
2013,"Java, JavaScript, SQL"
2013,"C, C++, matlab"
2013,C#
2013,"C, C++, Java, JavaScript, Python, assembly:D"
2013,"C, C++, C#, SQL"
2013,"Java, jQuery"
2013,"Java, JavaScript, jQuery, Objective-C, PHP, Python, Ruby, SQL, perl html5 css"
2013,"C#, JavaScript, jQuery, SQL, VB"
2013,"C#, Java, JavaScript, jQuery, SQL, HTML"
2013,"C, C++, C#, Java, JavaScript, jQuery, Node.js, PHP, Python, SQL, Why are technologies node & jQuery on a languages question?"
2013,
2013,
2013,"C, Objective-C"
2013,"C#, Python"
2013,"Java, JavaScript, jQuery, Node.js, PHP"
2013,"Java, JavaScript, jQuery, PHP, SQL, coldfusion"
2013,
2013,"JavaScript, jQuery, Python"
2013,Java
2013,Java
2013,"C, JavaScript, PHP, SQL"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,"Java, JavaScript, jQuery, PHP, Ruby, SQL"
2013,"C#, Java, JavaScript, jQuery, PHP"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,C#
2013,"C++, C#"
2013,"C#, JavaScript, jQuery, Node.js, PHP, SQL, AWS, MongoDB"
2013,"C, C++, JavaScript, jQuery, Objective-C, Ruby, SQL"
2013,"C#, JavaScript, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C++, Java, Objective-C, SQL"
2013,"JavaScript, jQuery, PHP, SQL, HTML, CSS"
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,"JavaScript, jQuery, Ruby, SQL"
2013,Objective-C
2013,"C, C++, Java, JavaScript, jQuery, Python, SQL"
2013,"C++, C#, Java, JavaScript, PHP"
2013,
2013,"Java, JavaScript, Python"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, WPF"
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"JavaScript, Objective-C, PHP, SQL"
2013,"SQL, PL/SQL, Delphi"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"Java, SQL"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,"C#, JavaScript, jQuery"
2013,"PHP, SQL"
2013,"JavaScript, jQuery, Python, SQL"
2013,"JavaScript, jQuery"
2013,Java
2013,
2013,"Java, JavaScript, jQuery, PHP"
2013,Objective-C
2013,"JavaScript, jQuery, PHP, MySql"
2013,"C#, Java, JavaScript, jQuery, PHP, SQL"
2013,"C++, C#, Java, JavaScript, jQuery, Python, SQL"
2013,"C, Java, JavaScript"
2013,"JavaScript, Objective-C, PHP"
2013,"C++, Java, Python"
2013,"C++, Python, vhdl"
2013,C++
2013,"Python, SQL"
2013,
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C++, C#, Java, JavaScript, jQuery, Python, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C, C++, C#, JavaScript, jQuery"
2013,
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,
2013,"C#, JavaScript, jQuery, knockout"
2013,"JavaScript, jQuery, Objective-C, PHP, Python, SQL"
2013,"JavaScript, jQuery, PHP"
2013,"C#, JavaScript, PHP, SQL"
2013,"SQL, R"
2013,"Java, ExtJS"
2013,"Java, JavaScript, jQuery, SQL"
2013,"C#, Java, JavaScript, jQuery"
2013,"C, C++, Python"
2013,"C#, Java, JavaScript, jQuery, Node.js, Objective-C, PHP, SQL"
2013,"Java, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"Java, JavaScript, jQuery, Objective-C, PHP, Python, SQL"
2013,Java
2013,Objective-C
2013,"Java, JavaScript, jQuery, Python"
2013,C#
2013,Python
2013,
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"C++, C#, SQL"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"Java, SQL"
2013,"C, Java"
2013,"C, C#, Java, JavaScript, SQL"
2013,"C, JavaScript, PHP"
2013,"JavaScript, jQuery, Node.js, PHP, Python, SQL"
2013,"C, Objective-C, Ruby, SQL"
2013,"C#, Java, Objective-C"
2013,"C++, Java, JavaScript, Ruby, SQL"
2013,"C#, jQuery, Python, SQL"
2013,
2013,"C, C++, Python"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,"Ruby, SQL"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"C++, C#, jQuery, SQL"
2013,Java
2013,Python
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, SQL, VB.Net"
2013,Java
2013,"Java, JavaScript, jQuery, Node.js, PHP, Python, SQL"
2013,
2013,"C, JavaScript, jQuery, Node.js, PHP, Python, SQL"
2013,"C#, jQuery, SQL, ASP.NET MVC"
2013,"Java, JavaScript, jQuery"
2013,"Java, JavaScript, jQuery, SQL"
2013,"C#, Java"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C++, asp"
2013,
2013,
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"C#, Java, Python, NoSQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C, C++, C#, Java, JavaScript, jQuery, Node.js, Objective-C, PHP, Python, Ruby, SQL"
2013,"C, JavaScript, jQuery, PHP, SQL"
2013,"C++, Java, SQL"
2013,"C#, JavaScript, jQuery, Python"
2013,
2013,"C#, Java"
2013,"C, C++, JavaScript, jQuery, Python, SQL, R"
2013,"Java, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,"C, C++, C#, Java, JavaScript, jQuery, PHP, Python, SQL, Assembly(specifically asm32 and ARM based asm), XML, UML"
2013,
2013,"C++, C#, Java, Objective-C, Python"
2013,"C, C++"
2013,"C#, SQL, VBA"
2013,"Java, SQL"
2013,"C++, Python"
2013,
2013,"Java, JavaScript, jQuery, SQL"
2013,"C, C++, C#, Java, Python"
2013,"JavaScript, PHP, SQL"
2013,C#
2013,"C, C++, JavaScript, Node.js"
2013,"C#, Java, SQL"
2013,"C++, C#, JavaScript, PHP, SQL, Lua"
2013,"JavaScript, jQuery, PHP, Ruby, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C++, Python"
2013,"C++, Java, JavaScript, PHP"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, JavaScript, jQuery, Python, SQL"
2013,"C, C++, Fortran, Perl"
2013,"Java, Objective-C, PHP"
2013,"JavaScript, jQuery, PHP, Python, Ruby, SQL"
2013,"C, JavaScript, jQuery, Python"
2013,"C, C++, Java, JavaScript, jQuery, Node.js, PHP, SQL"
2013,"C#, SQL"
2013,"C, C++, C#, SQL"
2013,"C, C++, Java, JavaScript, Objective-C, PHP, SQL"
2013,
2013,
2013,"JavaScript, jQuery"
2013,"C, C++, C#, Python"
2013,"C, C++"
2013,"Java, JavaScript, jQuery, SQL"
2013,
2013,"C++, Java, jQuery, PHP, Python, SQL"
2013,
2013,"Java, JavaScript, jQuery, SQL"
2013,"C++, C#, Java, PHP, SQL"
2013,"Python, Erlang"
2013,"Java, SQL"
2013,"C++, JavaScript, jQuery, PHP, SQL"
2013,"C, C++, JavaScript, jQuery, Objective-C, PHP"
2013,"C#, JavaScript, jQuery, SQL, F#"
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,"C, Java"
2013,"Java, JavaScript, jQuery, Node.js, Objective-C, PHP, SQL"
2013,"Java, Ruby"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,
2013,"JavaScript, jQuery, Node.js, PHP, SQL"
2013,"Java, JavaScript, jQuery, Ruby, SQL"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, PHP, SQL, couchdb, solr, Redis, Memcache"
2013,"C, Java, Objective-C, Go"
2013,"C, C#, Java, Objective-C"
2013,"C, Java, JavaScript, Python"
2013,
2013,"C++, SQL"
2013,"Java, JavaScript, jQuery, Node.js, PHP, Ruby, Flex, AIR, ActionScript"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C, Java"
2013,Objective-C
2013,"Java, JavaScript, jQuery, Objective-C, Python, SQL"
2013,"C++, C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"C, Objective-C"
2013,
2013,"C#, jQuery, Objective-C, SQL"
2013,"C++, C#, Java, SQL"
2013,"Java, JavaScript, jQuery, SQL"
2013,
2013,"C++, JavaScript, Python, perl"
2013,"C, Java, PARLANSE"
2013,"C++, C#, JavaScript, jQuery, SQL"
2013,
2013,"C, C++, JavaScript, jQuery, PHP, MySQL"
2013,
2013,
2013,PHP
2013,"C, C++, Java, JavaScript, jQuery, PHP, SQL, Asterisk"
2013,"C#, JavaScript, jQuery"
2013,"C++, Java, jQuery, PHP"
2013,"Python, SQL, matlab"
2013,"C#, jQuery"
2013,"C, Java"
2013,"JavaScript, jQuery, Node.js, PHP, Python, HTML, CSS, AS3"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,"C++, D"
2013,
2013,"C#, JavaScript, Python, SQL"
2013,"Java, JavaScript, jQuery, PHP"
2013,"Java, JavaScript, jQuery, SQL"
2013,
2013,"Java, JavaScript, jQuery, Node.js, SQL, Scala"
2013,"C, JavaScript, Python"
2013,"C, C++, Python, SQL"
2013,"JavaScript, Ruby, SQL"
2013,"C, Java"
2013,
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,"C, C++, Java, JavaScript, Python, SQL"
2013,"C++, Java, JavaScript, jQuery"
2013,"Java, JavaScript, SQL"
2013,"Java, PHP, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C, C++, JavaScript, Python"
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,"jQuery, PHP"
2013,"C#, Java, JavaScript, jQuery"
2013,"JavaScript, jQuery, PHP, Ruby, SQL"
2013,"C, Java, Objective-C"
2013,"C#, Java, JavaScript, jQuery, Python, SQL"
2013,"C#, SQL, Delphi"
2013,"C#, SQL"
2013,
2013,"Java, JavaScript, jQuery, Node.js, PHP, Python, SQL"
2013,"C#, JavaScript, jQuery, SQL, C/AL"
2013,
2013,"C, C++, C#, Java, Python, SQL"
2013,"Java, JavaScript, jQuery, SQL"
2013,"C, perl, octave"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"Java, JavaScript, jQuery, Python, SQL"
2013,"C++, Java, SQL"
2013,"JavaScript, jQuery, Ruby"
2013,"Java, JavaScript, jQuery, SQL, Spring framework"
2013,Java
2013,"SQL, R, SAS"
2013,
2013,"JavaScript, jQuery, XSLT,Freemarker,ActionScript,MXML,Shell,Apache"
2013,"Java, JavaScript, jQuery, Node.js"
2013,"JavaScript, jQuery"
2013,"C, Objective-C, Ruby"
2013,"Java, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, less"
2013,"C#, JavaScript, jQuery, Salesforce Apex"
2013,"Python, R"
2013,"C++, Java, JavaScript, Objective-C, Python, Ruby"
2013,"C++, Java"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,
2013,Python
2013,"JavaScript, Node.js"
2013,"C#, JavaScript, jQuery, SQL, vb.net"
2013,"JavaScript, jQuery, Objective-C, PHP"
2013,"jQuery, PHP, MySQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, JavaScript, jQuery, Node.js, Ruby"
2013,"C#, JavaScript, jQuery, Objective-C, SQL"
2013,"Java, jQuery, PHP"
2013,
2013,
2013,"C++, C#, Python"
2013,"C#, Java, JavaScript, jQuery, PHP, SQL"
2013,"C, JavaScript, Python, SQL, Clojure"
2013,"C++, Python"
2013,
2013,"C, C++, JavaScript"
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,"C#, Java, JavaScript, jQuery"
2013,"JavaScript, jQuery, PHP"
2013,"C++, Java, SQL"
2013,
2013,
2013,"C++, Java, JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery"
2013,
2013,JavaScript
2013,"Java, JavaScript, jQuery, SQL"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, SQL"
2013,"C#, JavaScript, jQuery, SQL, D"
2013,
2013,
2013,"jQuery, Objective-C, PHP, Ruby, SQL"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,"Java, Python, SQL"
2013,"JavaScript, jQuery, Python, SQL, CLojure"
2013,"C++, Java, JavaScript, Node.js, SQL"
2013,C++
2013,"C#, JavaScript, SQL"
2013,"Java, Objective-C"
2013,"JavaScript, jQuery, PHP, SQL, shell"
2013,"JavaScript, jQuery, PHP, Ruby, ColdFusion"
2013,C#
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, Node.js, PHP, SQL"
2013,"jQuery, PHP, Python, Not eXactly C"
2013,"C, C++, C#, Python"
2013,"C#, Java, Python, SQL"
2013,C#
2013,"C#, Java, JavaScript, jQuery, Objective-C, Ruby"
2013,"Java, SQL"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"Java, JavaScript, jQuery, PHP, Python, bash"
2013,
2013,"Java, JavaScript, jQuery, SQL"
2013,"C#, jQuery, SQL"
2013,"Java, JavaScript, jQuery, SQL, XSLT"
2013,"JavaScript, jQuery, PHP"
2013,
2013,"C#, Java, JavaScript, jQuery, PHP, SQL"
2013,"C, C++, Java, SQL"
2013,"Java, Objective-C"
2013,
2013,"C#, Java, JavaScript, PHP, SQL"
2013,"C#, JavaScript, jQuery, Python, SQL"
2013,"Java, JavaScript, jQuery, PHP, Python, erlang"
2013,"Java, JavaScript, jQuery, PHP, Ruby, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, SQL, ASP Classic/VBScript"
2013,"JavaScript, jQuery, PHP, Ruby"
2013,"Java, JavaScript, jQuery, Node.js, PHP, Python, SQL, shell"
2013,"C#, JavaScript, jQuery, Objective-C, SQL, knockoutjs"
2013,"C#, JavaScript, jQuery, SQL, BizTalk"
2013,"C#, JavaScript, SQL"
2013,"C#, JavaScript, PHP, Ruby"
2013,
2013,"C, C++, Java, JavaScript, jQuery, Objective-C, Python, Ruby"
2013,"C++, C#"
2013,
2013,"C++, R"
2013,"C++, Java"
2013,"C, C++, C#, Java, SQL"
2013,"jQuery, Objective-C, Ruby"
2013,"C#, Java, JavaScript, jQuery, Node.js, Python"
2013,"C, C#"
2013,"C, Java, JavaScript, SQL"
2013,"JavaScript, jQuery, SQL"
2013,"C#, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Ruby, SQL, Delphi"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, Java, Python"
2013,
2013,"C, Python"
2013,"C, JavaScript, PHP, SQL"
2013,"JavaScript, jQuery, Python, SQL"
2013,Java
2013,
2013,"JavaScript, jQuery, PHP"
2013,"C#, jQuery"
2013,"Java, JavaScript, PHP, SQL"
2013,C#
2013,"C#, Java"
2013,"C#, Java, Objective-C, SQL, PowerBuilder"
2013,
2013,
2013,"C, Java, JavaScript, jQuery, SQL, Perl"
2013,"C, Java"
2013,"Java, JavaScript, PHP, SQL"
2013,"C++, Java"
2013,"C, C++, Java, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"JavaScript, jQuery, Python, Django"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, SQL, proprietary"
2013,"C++, Java, PHP, Python"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,
2013,"C#, JavaScript, jQuery, SQL, ASP.NET, HTML"
2013,"C#, Java, JavaScript, Python"
2013,"Java, JavaScript, jQuery, Ruby, SQL"
2013,"C#, JavaScript, jQuery"
2013,"JavaScript, jQuery, Node.js, PHP"
2013,"C++, Java, JavaScript, jQuery, PHP, Python, Ruby, SQL"
2013,
2013,
2013,
2013,"C, C++, Java"
2013,
2013,"C#, Java, JavaScript, Node.js, PHP"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,"Java, JavaScript, jQuery, SQL, Perl"
2013,"PHP, SQL, Force.com"
2013,"C#, Java, JavaScript, jQuery, Python, SQL"
2013,"C#, JavaScript, jQuery, SQL, VB6 .... yeah I know."
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,"JavaScript, jQuery, PHP, Python, Ruby, SQL"
2013,"C, JavaScript, jQuery, PHP, Python, SQL"
2013,"Java, JavaScript, SQL, Dojo"
2013,"C#, Java, JavaScript, jQuery, SQL, MongoDB"
2013,"JavaScript, jQuery, Python"
2013,HTML
2013,"Java, JavaScript, jQuery, Objective-C, PHP, Ruby, SQL"
2013,"C++, C#"
2013,
2013,"Java, JavaScript, jQuery, SQL"
2013,Objective-C
2013,"C++, Objective-C, Go"
2013,"Java, JavaScript, jQuery, SQL"
2013,"jQuery, Ruby"
2013,"Java, jQuery, PHP"
2013,"C#, jQuery, Python, SQL"
2013,"C#, Java, JavaScript, jQuery, Node.js, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,SQL
2013,"C, C++, C#, Java, Objective-C, Python"
2013,"Java, JavaScript, jQuery, SQL, VB6, VB.NET"
2013,"C++, C#, JavaScript, Node.js, Objective-C, Python, Ruby, SQL"
2013,"Java, SQL"
2013,
2013,"C, JavaScript, Python, Lua"
2013,"Java, JavaScript, PHP, Python, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, Node.js, PHP, NoSQL (MongoDB)"
2013,"C, Java, JavaScript"
2013,"Java, JavaScript, SQL"
2013,"C++, C#, Java, JavaScript, jQuery, SQL"
2013,"Java, JavaScript, jQuery"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, PHP, Ruby, SQL"
2013,"C#, Perl"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, SQL, msbuild"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,"C++, Java, JavaScript, Node.js, Objective-C, PHP"
2013,"C#, jQuery, PHP, SQL"
2013,"Python, SQL, PL/SQL"
2013,"C, C++, Java, JavaScript, jQuery"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, jQuery, Python, Ruby"
2013,
2013,"JavaScript, jQuery, Ruby, SQL"
2013,"C++, C#, JavaScript, jQuery, PHP, Python, SQL"
2013,"Objective-C, Python, Ruby"
2013,
2013,"JavaScript, jQuery, PHP, Ruby, SQL"
2013,vb.net
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,
2013,
2013,"JavaScript, Python"
2013,"C#, Java, JavaScript, jQuery, PHP, SQL, Powershell"
2013,"JavaScript, jQuery"
2013,
2013,"C#, Java"
2013,"C++, Java, Python"
2013,"C, Objective-C"
2013,"C, C++, JavaScript, Shell"
2013,"C++, JavaScript, jQuery, Node.js, PHP, SQL"
2013,
2013,
2013,"jQuery, PHP, R"
2013,"C#, JavaScript, jQuery, Objective-C"
2013,
2013,
2013,"C, C++, Java, JavaScript, jQuery, Objective-C, SQL"
2013,
2013,Objective-C
2013,"JavaScript, jQuery, PHP, SQL, OpenLaszlo"
2013,"JavaScript, SQL, Perl"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C, C++, JavaScript, PHP"
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,"Java, JavaScript, jQuery, Objective-C, Python, Ruby, SQL"
2013,"C++, C#"
2013,"C#, SQL, VB.Net"
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,"C#, VB6"
2013,"C#, SQL"
2013,"C++, Java, JavaScript, jQuery, SQL, hibernate"
2013,"C#, Java, SQL"
2013,Python
2013,"C++, JavaScript, jQuery, Node.js, PHP, Ruby, SQL"
2013,
2013,"C#, JavaScript, jQuery, PHP, Ruby, SQL"
2013,"C#, SQL"
2013,
2013,"Java, JavaScript, jQuery, Node.js"
2013,"JavaScript, jQuery, Python, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, SQL, Asp.Net WPF"
2013,"C++, C#, JavaScript"
2013,"JavaScript, jQuery, PHP, SQL"
2013,C
2013,"JavaScript, jQuery, SQL, Scala, Haskell"
2013,"C#, JavaScript, jQuery, Objective-C, SQL"
2013,
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,"C, C++, C#, Java, JavaScript, jQuery, Node.js, Objective-C, PHP, Python, Ruby, SQL, Haskell, OCaml"
2013,
2013,"Java, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,
2013,"C#, Java, JavaScript, jQuery, Objective-C, PHP, SQL"
2013,"JavaScript, jQuery, PHP, Python, SQL"
2013,"Java, JavaScript, jQuery"
2013,"C++, C#"
2013,"Java, JavaScript, jQuery, PHP, SQL"
2013,"JavaScript, jQuery, SQL, VB.NET"
2013,"C++, C#, Java, Python"
2013,
2013,"C, C++, Java"
2013,"C, C#, Python, SQL"
2013,"Java, Objective-C, SQL"
2013,Java
2013,"C#, JavaScript, jQuery, SQL"
2013,"C, C++, C#, Java, JavaScript, jQuery, PHP, SQL"
2013,"C, C++, JavaScript"
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,"C, C++, Python, assembly"
2013,"Java, JavaScript, jQuery, SQL, grails"
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,"SQL, Ab Initio"
2013,"C#, jQuery"
2013,"C, C#, Java, JavaScript, jQuery, Objective-C, PHP"
2013,"Java, JavaScript, PHP, SQL"
2013,"C, C++, C#, JavaScript, jQuery"
2013,Java
2013,"C#, Java, JavaScript, jQuery, Node.js, PHP, Python, SQL"
2013,"C++, JavaScript, Python"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"Java, Python, dart"
2013,SQL
2013,
2013,
2013,"C#, Java, JavaScript, jQuery, Python"
2013,Java
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"Java, SQL"
2013,"C#, SQL"
2013,"Java, SQL"
2013,"C++, C#, JavaScript, jQuery, Node.js, Python, SQL"
2013,"C#, Java, JavaScript, jQuery"
2013,"C++, JavaScript, jQuery, PHP, SQL"
2013,
2013,
2013,
2013,"C#, Java, JavaScript, jQuery, SQL"
2013,
2013,"C#, Java, JavaScript, jQuery, Node.js, PHP, Python, Ruby, SQL, powershell"
2013,"Java, jQuery, Python, SQL"
2013,"Java, JavaScript, jQuery, PHP, Python, SQL"
2013,"C++, JavaScript, jQuery, Python, Haskell"
2013,
2013,"JavaScript, PHP, SQL"
2013,"C, C++, C#, JavaScript, jQuery, PHP, Python, SQL"
2013,Java
2013,"JavaScript, jQuery, Objective-C, PHP, SQL"
2013,
2013,"Java, PHP"
2013,"C, Java, Python, SQL, Redis"
2013,"JavaScript, jQuery, PHP, SQL"
2013,
2013,"C, C++, JavaScript, jQuery, PHP, Python, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"Java, JavaScript, jQuery, Node.js, Ruby"
2013,"C#, Java, JavaScript, jQuery, SQL, COBOL"
2013,"C, Java, SQL"
2013,"C#, jQuery"
2013,"Java, JavaScript, jQuery"
2013,"Java, jQuery, Python, Ruby, SQL"
2013,"C++, C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, JavaScript, jQuery, Node.js"
2013,"C#, SQL"
2013,"C++, C#, Java, Objective-C, Python, SQL"
2013,"C#, PHP, Python, Qt"
2013,"C++, Java, JavaScript, jQuery, PHP, SQL"
2013,"Java, JavaScript, jQuery, SQL"
2013,
2013,"C#, JavaScript, jQuery"
2013,"C#, Java, JavaScript, jQuery"
2013,"C, C++, C#, JavaScript, Objective-C"
2013,"C#, JavaScript, jQuery"
2013,"JavaScript, jQuery, SQL, Perl"
2013,"Java, JavaScript, SQL, r"
2013,"Java, SQL, Groovy"
2013,"C, C++, Java, JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"Java, Objective-C, Python, SQL"
2013,
2013,
2013,"C#, Python"
2013,
2013,"C, C#, Java, JavaScript, jQuery, PHP, SQL"
2013,"C#, Java, SQL"
2013,"SQL, R, Perl"
2013,"Java, JavaScript, jQuery"
2013,"C#, Java, JavaScript, jQuery, JQuery, SQL"
2013,"Java, JavaScript, Python, Groovy, Clojure"
2013,"C, C++, JavaScript, jQuery, JQuery, Objective-C, PHP, Python, Ruby, SQL"
2013,
2013,"C#, Java, JavaScript, jQuery, JQuery, SQL"
2013,"C++, JavaScript, jQuery, PHP, Python, SQL"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"Java, JavaScript, SQL, Flex, WebServices"
2013,"C#, JavaScript, jQuery, JQuery, SQL"
2013,"Java, JavaScript, jQuery, Objective-C, PHP"
2013,"JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, JQuery, SQL"
2013,"Node.js, Python"
2013,"JavaScript, jQuery, PHP, SQL, bash/sh shell scripting"
2013,"C#, JavaScript, PHP, SQL, perl"
2013,
2013,R
2013,"jQuery, JQuery, PHP"
2013,"Python, Ruby, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"JavaScript, jQuery, SQL, VB.NET"
2013,"jQuery, PHP, SQL"
2013,"SQL, VB.NET"
2013,
2013,"JavaScript, jQuery, JQuery, PHP, SQL"
2013,"C, C#, JQuery, SQL"
2013,"C#, JavaScript, jQuery, SQL"
2013,"C#, jQuery"
2013,"Java, JavaScript, Node.js"
2013,"Java, JavaScript, jQuery"
2013,
2013,
2013,"Python, Matlab"
2013,"C++, Python"
2013,"C++, JavaScript, Python"
2013,"JavaScript, Ruby"
2013,"C#, SQL"
2013,"C#, JavaScript, jQuery, PHP, SQL"
2013,"C#, JavaScript, jQuery, Node.js"
2013,"Objective-C, PHP, SQL"
2013,"C++, C#, JavaScript, jQuery"
2013,"C, C++, Java"
2013,"Java, SQL"
2013,"Java, JavaScript, jQuery, PHP, Python, SQL"
2013,"C#, JavaScript, jQuery, JQuery, SQL"
2013,"Ruby, SQL, ABAP"
2013,"PHP, Shell"
2013,"JavaScript, jQuery, Python"
2013,
2013,"C#, JavaScript, jQuery, JQuery, PHP, SQL, ASP.NET"
2013,
2013,Progress
2013,
2013,"JavaScript, jQuery, PHP, SQL"
