Year,Which of the following languages or technologies have you used significantly in the past year?
2014,"C#, JavaScript"
2014,"Java, JavaScript, PHP, Python, Ruby, SQL"
2014,"C++, C#, Java, JavaScript, Python, SQL, GWT"
2014,Java
2014,"C#, JavaScript, SQL"
2014,Python
2014,"C#, JavaScript, PHP, SQL"
2014,bash
2014,"Java, JavaScript"
2014,"Ruby, SQL"
2014,"JavaScript, SQL"
2014,"C, C#, Objective-C, Ruby, SQL"
2014,"C++, Java"
2014,"C, C++, Java"
2014,"JavaScript, PHP, SQL"
2014,"C#, SQL, Vb.Net"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, PHP, SQL"
2014,"Java, JavaScript, SQL, jquerry"
2014,"C, Java, Python, SQL, Matlab, Octave"
2014,"C, C++, JavaScript, Python"
2014,"C, C++, Python"
2014,"C++, Java, PHP, Python, SQL"
2014,"Java, Ruby, SQL, Perl, shellscript, erlang"
2014,"Java, JavaScript, PHP, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, Java, Objective-C, PHP"
2014,"C, C++, Python"
2014,C++
2014,"C#, Cobol"
2014,"C#, JavaScript, SQL, XSL"
2014,"JavaScript, Node.js"
2014,"C#, SQL"
2014,"C++, C#, CSS"
2014,"JavaScript, PHP, Python"
2014,Java
2014,"C++, JavaScript, Objective-C, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"SystemVerilog, Verilog"
2014,"C++, Java, Python"
2014,C#
2014,"JavaScript, Python, Ruby, SQL"
2014,"C#, JavaScript, SQL"
2014,"Java, Python"
2014,"Java, JavaScript, Objective-C, SQL"
2014,"JavaScript, Node.js, Objective-C"
2014,"C, C++, SQL, Object Pascal"
2014,"JavaScript, Classic ASP"
2014,"C#, JavaScript, Node.js, Python"
2014,"JavaScript, PHP, SQL"
2014,C++
2014,"C#, JavaScript"
2014,"C#, JavaScript, SQL"
2014,"Java, JavaScript, Ruby, SQL"
2014,Java
2014,C
2014,"Java, JavaScript, Node.js, SQL"
2014,"JavaScript, PHP, Python, SQL"
2014,"C, C++, Java, JavaScript, Node.js, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, SQL"
2014,"C++, C#, Java"
2014,"JavaScript, PHP, SQL"
2014,"Java, JavaScript, PHP, Python, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, JavaScript"
2014,"Java, SQL, perl"
2014,"JavaScript, Node.js, PHP, SQL"
2014,"C#, JavaScript, Ruby, SQL"
2014,"Java, JavaScript, SQL"
2014,Java
2014,"C#, JavaScript, SQL"
2014,"Ruby, SQL, Lua"
2014,Java
2014,"C#, JavaScript, PHP, SQL"
2014,JavaScript
2014,"C#, Java, JavaScript, SQL"
2014,C#
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, Python, SQL"
2014,"C, C++"
2014,"Java, JavaScript, Node.js, SQL, Go"
2014,"JavaScript, dojo"
2014,"JavaScript, PHP"
2014,"Java, JavaScript"
2014,Objective-C
2014,"C, D"
2014,"C#, JavaScript, Ruby, SQL"
2014,"JavaScript, PHP"
2014,"Java, SQL"
2014,"C#, Java"
2014,"C, Haskell"
2014,"Java, JavaScript, SQL, Groovy"
2014,"C, Python"
2014,Java
2014,"Java, JavaScript, Python, SQL"
2014,"C++, C#, Java"
2014,"C#, JavaScript"
2014,"C, C++, assembler"
2014,"JavaScript, Node.js, Python, SQL"
2014,"Java, JavaScript, Objective-C, SQL"
2014,"JavaScript, Ruby, SQL"
2014,"C#, Java, PHP"
2014,"Java, JavaScript, SQL, html"
2014,"Java, JavaScript, SQL"
2014,Python
2014,"Java, JavaScript"
2014,"C#, SQL"
2014,"C, C++, C#, Java, JavaScript, Ruby, SQL"
2014,"C++, Java, JavaScript, PHP, SQL, Android SDK"
2014,"C#, JavaScript, SQL"
2014,"C, Python, SQL, Tcl/Tk"
2014,"C, C++, C#, Python"
2014,"C#, JavaScript, PHP, SQL"
2014,C#
2014,"C++, JavaScript, Node.js, PHP, Python, Ruby"
2014,"JavaScript, PHP"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, Java, Objective-C"
2014,"C#, JavaScript"
2014,"JavaScript, PHP, SQL"
2014,"C, C++, Java, LabVIEW"
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, PHP"
2014,"C, JavaScript, Node.js, Objective-C, PHP, Ruby, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, Java"
2014,Objective-C
2014,"C#, Java, JavaScript, Objective-C, SQL"
2014,"Java, PHP, SQL, android"
2014,"C++, Python"
2014,"C++, Java, JavaScript, Ruby, Haskell"
2014,"Java, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C, C++, Java, JavaScript, PHP, SQL"
2014,C#
2014,"C#, JavaScript"
2014,C#
2014,"JavaScript, PHP, SQL, jQuery"
2014,"PHP, SQL"
2014,"JavaScript, Node.js, PHP, SQL, jquery"
2014,"C++, C#, Java, JavaScript, SQL"
2014,"C++, Java"
2014,"Java, JavaScript, SQL"
2014,JavaScript
2014,"C#, JavaScript"
2014,"C#, JavaScript, SQL"
2014,"PHP, SQL"
2014,"C++, C#"
2014,"Java, VB.NET"
2014,"C#, VBA"
2014,"C, JavaScript, Node.js, Python, SQL"
2014,"Java, Python, XSLT"
2014,C++
2014,"Java, PHP"
2014,"C#, Java, VBS"
2014,"C, C++, Objective-C"
2014,SQL
2014,"C#, JavaScript"
2014,"C#, JavaScript, Node.js, PHP, Ruby"
2014,"C#, JavaScript"
2014,"C#, F#"
2014,C#
2014,"C#, JavaScript, PHP, SQL"
2014,"C, Python, SQL"
2014,"C++, Java, JavaScript, PHP, Python, SQL, Scheme"
2014,"Objective-C, Perl"
2014,"C#, Java, JavaScript"
2014,"C#, Java, JavaScript, SQL"
2014,"C#, Java, JavaScript, Objective-C, SQL"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, C++, Java"
2014,"PHP, Python"
2014,"C, Java, D"
2014,"C++, C#, JavaScript"
2014,"C#, JavaScript, SQL"
2014,"SQL, Delphi"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, PHP"
2014,"C#, JavaScript, SQL"
2014,"C#, SQL"
2014,"C#, Python, bash"
2014,"C, C++"
2014,"C#, PHP, Python"
2014,Ruby
2014,"C++, Java, JavaScript, PHP, Python, SQL"
2014,"Java, JavaScript"
2014,"Java, Objective-C"
2014,"C#, JavaScript, Python"
2014,"C#, JavaScript, PHP, SQL"
2014,"Java, Python, SQL"
2014,"C#, JavaScript, SQL"
2014,"C++, Java, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"C++, C#"
2014,"C, Java, JavaScript, Objective-C, Ruby, SQL"
2014,"C++, C#"
2014,"C#, JavaScript, SQL, VB6"
2014,"C++, C#, JavaScript, Objective-C"
2014,"C++, Objective-C"
2014,"C++, C#, JavaScript, Objective-C, SQL, Jquery"
2014,"JavaScript, PHP, SQL"
2014,"C#, JavaScript, Node.js"
2014,"C, C++, Python"
2014,Java
2014,"Java, SQL"
2014,"C#, Java, SQL, Bash, VBA"
2014,"JavaScript, Python"
2014,"Java, Python"
2014,"Java, JavaScript, PHP, SQL"
2014,"SQL, Delphi"
2014,"C++, JavaScript, Node.js, PHP"
2014,"C++, Java"
2014,"C, C++, Java, PHP, Ruby"
2014,Objective-C
2014,"Python, Vim"
2014,"C#, Java, JavaScript, SQL, PLSQL"
2014,"JavaScript, PHP, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"Java, JavaScript, Python"
2014,Java
2014,"Java, JavaScript, Node.js, Ruby, SQL"
2014,"C, C++, Java, Python"
2014,"JavaScript, PHP, Python, SQL"
2014,"JavaScript, Python, SQL"
2014,"JavaScript, Node.js, Ruby"
2014,Objective-C
2014,"C, C#, JavaScript, PHP, SQL, Tcl"
2014,"C, Java, JavaScript, Objective-C, SQL"
2014,"C#, JavaScript, SQL"
2014,"Java, JavaScript, SQL"
2014,"PHP, SQL"
2014,"Java, JavaScript, Node.js"
2014,"C#, JavaScript, Node.js, SQL"
2014,"JavaScript, Node.js, PHP, SQL"
2014,"Java, JavaScript, Groovy"
2014,"C#, JavaScript"
2014,"C#, JavaScript, Node.js, SQL, VB.NET"
2014,"C#, Java, JavaScript"
2014,"C, C++, C#, Python"
2014,"Java, JavaScript, Node.js, PHP, Python, SQL"
2014,"Java, JavaScript"
2014,"C, C++, Java, JavaScript, Objective-C, SQL"
2014,"C#, Java, JavaScript"
2014,"JavaScript, Python, SQL"
2014,"C#, JavaScript"
2014,"C, C++, Python"
2014,"C, Python, Lua"
2014,"C#, JavaScript, Typescript"
2014,"JavaScript, PHP, Python"
2014,"C, C++, Java, JavaScript, SQL, oracle"
2014,"Python, Ruby, SQL"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,Objective-C
2014,"C#, Java, JavaScript, PHP"
2014,"Java, JavaScript, SQL"
2014,"Java, PHP"
2014,"Java, SQL"
2014,"JavaScript, Python, Scala"
2014,"C#, JavaScript, Node.js, SQL"
2014,"JavaScript, PHP"
2014,"C, C++, C#, JavaScript, SQL"
2014,"C#, Java, JavaScript, Node.js, SQL, VB.NET, VBScript"
2014,"C#, JavaScript, SQL"
2014,"Java, JavaScript, Objective-C, PHP"
2014,"JavaScript, PHP, Ruby, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, Java, SQL"
2014,"C, C++, C#, JavaScript"
2014,"JavaScript, PHP, SQL"
2014,"C, C++, C#, JavaScript, Node.js"
2014,"JavaScript, PHP, Ruby"
2014,"JavaScript, Ruby, SQL"
2014,PHP
2014,"C#, Java, JavaScript, SQL"
2014,"Java, JavaScript"
2014,"JavaScript, PHP, SQL, HTML, CSS"
2014,"C++, Python"
2014,Java
2014,"Java, JavaScript, SQL"
2014,"Java, JavaScript, SQL"
2014,"Java, JavaScript"
2014,"JavaScript, PHP, SQL"
2014,"C, C++, Java, JavaScript, Node.js, Ruby, SQL"
2014,"C#, Java, SQL"
2014,"C#, JavaScript, PHP"
2014,"C#, JavaScript, JQ"
2014,"C++, C#, JavaScript"
2014,C
2014,"Java, Python"
2014,"C#, Java, JavaScript, SQL"
2014,"Java, SQL"
2014,"C, MATLAB"
2014,"C#, Java, JavaScript, SQL, Clojure"
2014,"C++, C#"
2014,"Java, JavaScript, SQL, Nolio"
2014,"C++, C#, JavaScript, Python"
2014,"Java, JavaScript, SQL"
2014,"Java, JavaScript, Ruby, SQL"
2014,Python
2014,"C#, JavaScript, SQL"
2014,C#
2014,"Python, Pascal"
2014,"C#, JavaScript, Node.js, Objective-C, PHP, Python, SQL"
2014,R
2014,"C#, JavaScript, SQL"
2014,"C, C++, C#, Java, JavaScript, SQL"
2014,"Java, JavaScript"
2014,"C, C++, Java, JavaScript, PHP, SQL"
2014,"C#, Java, JavaScript, SQL, ABAP"
2014,"C++, C#"
2014,"C, Python"
2014,"C#, Objective-C, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C++, C#, JavaScript, SQL"
2014,C#
2014,"Java, JavaScript, PHP, SQL"
2014,"Java, ActionScript"
2014,"Java, SQL"
2014,"JavaScript, Node.js, Objective-C, PHP, Ruby, SQL, MongoDB"
2014,"C#, Java, JavaScript"
2014,"Java, JavaScript, SQL, Polymita BPM"
2014,"C#, Java, SQL"
2014,"C, Java, JavaScript, Ruby"
2014,"Go, bash"
2014,"C#, JavaScript, Objective-C, SQL"
2014,"C#, SQL"
2014,C#
2014,"C#, SQL"
2014,"C#, JavaScript, SQL"
2014,"C++, C#, Java, JavaScript, Objective-C, PHP, SQL, F#"
2014,"C#, PHP"
2014,"C#, JavaScript, SQL"
2014,"C, C++, Java, Objective-C"
2014,"JavaScript, PHP, SQL, Delphi"
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, SQL"
2014,"C++, Ruby"
2014,Java
2014,"C++, C#, Java, Node.js, Ruby"
2014,"C, Java, JavaScript, PHP, SQL"
2014,"Java, JavaScript, Node.js, PHP, Python, Ruby, SQL"
2014,"C#, Java, JavaScript, SQL"
2014,"Java, SQL"
2014,"JavaScript, PHP, SQL"
2014,Java
2014,"C#, SQL"
2014,"JavaScript, PHP, SQL"
2014,"JavaScript, Node.js, Python"
2014,"C, C++, Java, JavaScript, Python, SQL"
2014,"Java, JavaScript, SQL"
2014,"C, C++, JavaScript, PHP, SQL"
2014,"C, Java, JavaScript, Objective-C, PHP, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript"
2014,"C++, Java, JavaScript, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, Java, Ruby, SQL, VBA"
2014,"C, Objective-C"
2014,"Java, Objective-C, PHP, SQL"
2014,"C#, JavaScript"
2014,"Java, JavaScript, Node.js, SQL"
2014,"Java, JavaScript, SQL"
2014,"C#, Java, JavaScript, SQL"
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, Java, JavaScript, SQL"
2014,"JavaScript, PHP, SQL"
2014,"Java, Python"
2014,"C, C++, Java, JavaScript, SQL"
2014,"C#, JavaScript, PHP, jQuery"
2014,jQuery-Mobile
2014,"Java, PHP, Python, SQL"
2014,"Java, JavaScript, Node.js, Python, SQL, clojure, scala"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, Ruby"
2014,"Java, JavaScript, SQL"
2014,"Java, JavaScript, SQL"
2014,"Java, Objective-C, PHP, Ruby, SQL"
2014,"Java, Python"
2014,"C, C++, C#, Java, Assembly"
2014,"C#, SQL"
2014,"C, C++, C#, JavaScript, Node.js, Objective-C, SQL"
2014,"Java, JavaScript"
2014,C#
2014,"C++, JavaScript, PHP, SQL"
2014,"Java, JavaScript, SQL, AngularJS"
2014,"JavaScript, Node.js, Objective-C"
2014,"JavaScript, PHP, SQL"
2014,"C++, Java"
2014,"JavaScript, PHP, Python, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL, VB Script"
2014,"C++, JavaScript, Python, Ruby"
2014,"C, C++, LISP"
2014,C#
2014,"C, JavaScript, Python"
2014,"C#, JavaScript, Node.js, SQL"
2014,"C#, Java, JavaScript, Python, SQL"
2014,"Java, JavaScript"
2014,Python
2014,"C++, JavaScript, PHP, SQL"
2014,"C#, SQL"
2014,"C, C++, C#, Java, JavaScript, Node.js, Objective-C"
2014,"Python, SQL, VBA"
2014,"C#, JavaScript, SQL"
2014,"SQL, MATLAB"
2014,"Java, Python"
2014,"C#, JavaScript, SQL"
2014,"C#, Java, PHP, HTML / CSS"
2014,"JavaScript, PHP, SQL"
2014,"Java, SQL"
2014,"C#, JavaScript, Python"
2014,"C, C#"
2014,"Java, JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, C#, JavaScript, Node.js, Python"
2014,"C#, JavaScript, Ruby, T-SQL"
2014,"Java, Objective-C"
2014,"C#, SQL, Subversion"
2014,"C, C++, JavaScript, PHP, SQL"
2014,"C#, SQL"
2014,"C#, Java, JavaScript, SQL"
2014,"C++, Java, JavaScript, SQL"
2014,"Java, Objective-C, PHP, SQL"
2014,"C, Objective-C"
2014,"C, C++, JavaScript, PHP, SQL"
2014,Java
2014,"Java, HTML,CSS"
2014,"C, C++, Tcl"
2014,"C#, Python, SQL, Excel VBA, Matlab"
2014,"PHP, Ruby, SQL"
2014,"C#, Python, SQL, Delphi, VB.Net"
2014,"C, C#, PHP"
2014,"C, Java"
2014,"C, C++"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, Java, JavaScript, Node.js, PHP, Python, Ruby, SQL"
2014,"C, C++, Java"
2014,"C#, JavaScript"
2014,"Java, JavaScript, Ruby, SQL"
2014,"JavaScript, PHP, Python"
2014,"Java, Objective-C"
2014,"C, VB.NET"
2014,Java
2014,"Java, JavaScript, PHP, Python"
2014,"Java, JavaScript, PHP, SQL, Groovy"
2014,C#
2014,Verilog
2014,"JavaScript, PHP"
2014,"C#, Python"
2014,"C#, JavaScript, SQL"
2014,SQL
2014,"C#, MATLAB, LabVIEW"
2014,"C, Java, JavaScript, PHP, Ruby, SQL"
2014,"C#, JavaScript"
2014,Python
2014,"C#, Java, JavaScript, SQL"
2014,"Java, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, Java, JavaScript, Node.js, PHP"
2014,"C#, JavaScript, SQL"
2014,"Python, Ruby"
2014,"C#, Java, JavaScript, PHP, Ruby, SQL"
2014,"C, Java, Python"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, Python, SQL"
2014,"C, C++, PHP, SQL, vb.net"
2014,"JavaScript, PHP, SQL"
2014,"Java, Objective-C, PHP, SQL"
2014,"C++, C#, SQL"
2014,Java
2014,C#
2014,"Java, JavaScript, SQL"
2014,"C#, SQL"
2014,"JavaScript, Objective-C"
2014,"Java, JavaScript, SQL"
2014,C#
2014,"C#, JavaScript, SQL"
2014,"C, C++, C#"
2014,"C#, SQL"
2014,"C++, C#"
2014,"Java, Python, SQL, Scala"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript"
2014,"Java, PHP"
2014,"C#, Java, JavaScript, Ruby"
2014,"C#, Java, SQL"
2014,"C, Java, JavaScript"
2014,"C++, Java"
2014,"JavaScript, PHP, SQL"
2014,"C#, SQL"
2014,"C, C++, PHP, SQL"
2014,"C, Java, Objective-C, Ruby, SQL"
2014,"Java, JavaScript, SQL"
2014,"C, C#, JavaScript, PHP, Python, SQL"
2014,"JavaScript, PHP, Ruby, SQL"
2014,"Python, Haskell"
2014,"Java, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, C++, Java, Python, SQL"
2014,"C#, t, powershell"
2014,"C, JavaScript, Objective-C, Python, HTML, CSS"
2014,"Java, JavaScript, SQL, Asp.net"
2014,"C, C++, Java, Objective-C"
2014,"C#, Java, JavaScript, SQL"
2014,"C, C++, Java, Objective-C"
2014,"C#, JavaScript, Python"
2014,Ruby
2014,"Java, JavaScript, PHP, SQL"
2014,R
2014,"C#, Java, JavaScript, PHP, SQL"
2014,Java
2014,"Java, Python"
2014,"C#, Java, JavaScript, Node.js, Python, SQL, Scala"
2014,"Objective-C, SQL"
2014,"JavaScript, html, css, jquery"
2014,"C, C++, Java, JavaScript"
2014,"Java, Android"
2014,Java
2014,"Java, JavaScript, PHP, SQL"
2014,C#
2014,"C++, Java, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, Java, JavaScript"
2014,"Java, SQL"
2014,"Java, SQL"
2014,"C++, C#, Java, Python"
2014,PHP
2014,"C++, C#, JavaScript, SQL"
2014,"Java, JavaScript, SQL"
2014,"C++, Python"
2014,"Java, JavaScript, SQL"
2014,C
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, Python, SQL"
2014,"C#, SQL"
2014,"C#, JavaScript"
2014,"C#, JavaScript, SQL, vb.net"
2014,"JavaScript, PHP, Python, SQL"
2014,"C#, JavaScript, SQL"
2014,"C#, Java, JavaScript, SQL"
2014,"C#, WPF"
2014,"C#, JavaScript, SQL, Birst BI"
2014,"Java, JavaScript, SQL"
2014,"C#, Java, Python"
2014,"Java, JavaScript, SQL"
2014,"JavaScript, Python"
2014,"JavaScript, SQL, vb.net"
2014,"C#, JavaScript, Node.js"
2014,"C++, C#, Java, JavaScript, Objective-C, SQL"
2014,"C#, JavaScript, Objective-C, SQL"
2014,"PHP, SQL"
2014,"Java, JavaScript, PHP, Wordpress"
2014,"C, C++, Java, perl"
2014,"C#, SQL"
2014,"C, C++"
2014,"Java, JSF"
2014,"C, Java, JavaScript, PHP, SQL, javafx"
2014,"Java, JavaScript, SQL"
2014,"C++, Java"
2014,"C, C++"
2014,"C#, Java, JavaScript, SQL"
2014,"C, Python"
2014,"Java, JavaScript, PHP, Python, SQL, Hadoop, MongoDB,Hbase"
2014,"C#, SQL"
2014,"C++, Python, Haskell (in spare time)"
2014,"Java, JavaScript"
2014,"Java, SQL, Perl, XSLT"
2014,Java
2014,Java
2014,"C#, SQL"
2014,"JavaScript, Objective-C, Python, Ruby"
2014,"Java, JavaScript"
2014,"C++, C#"
2014,Python
2014,"Java, JavaScript"
2014,"C, C++, C#, Java, JavaScript"
2014,"C, C++, Java"
2014,"C#, Java, SQL"
2014,"C#, JavaScript, SQL, JQuery"
2014,"Java, Objective-C, SQL, PL/SQL"
2014,"C, C++, Objective-C"
2014,"C#, JavaScript, SQL"
2014,"Python, Haskell"
2014,Delphi
2014,SQL
2014,"Java, JavaScript, Python"
2014,"Java, Python"
2014,"JavaScript, Node.js, PHP, Ruby, SQL"
2014,"Java, JavaScript"
2014,"C, C++, Python"
2014,Java
2014,C#
2014,"Python, Ruby, SQL"
2014,"C++, C#, JavaScript, Python, SQL"
2014,"C#, Java, JavaScript"
2014,"C++, C#, JavaScript, Ruby"
2014,"JavaScript, Shell Script"
2014,"C#, Java, JavaScript, PHP, SQL"
2014,Objective-C
2014,"C, Java"
2014,"C#, JavaScript, SQL"
2014,"C#, JavaScript, SQL"
2014,"C, C++"
2014,"Java, SQL, Android Framework"
2014,"C#, Java, SQL, Visual Basic"
2014,"Java, JavaScript, SQL, Perl"
2014,"C, JavaScript, Python"
2014,"Java, JavaScript, Node.js, PHP"
2014,"JavaScript, Node.js, PHP, Python, SQL"
2014,"C#, JavaScript, WPF EF .NET VB.NET"
2014,"C#, JavaScript, SQL"
2014,"Python, SQL"
2014,"Java, JavaScript, Node.js, Objective-C, PHP, Ruby"
2014,Verilog
2014,"Java, php"
2014,"C#, Java, JavaScript, Python, SQL"
2014,"C#, JavaScript"
2014,"Java, JavaScript, PHP, Python, Go"
2014,"C++, C#"
2014,"JavaScript, Node.js, PHP, SQL"
2014,"C#, JavaScript, PHP"
2014,"C#, SQL, F#"
2014,"Java, Python, SQL"
2014,"Java, JavaScript, SQL, Clojure"
2014,"C, C++, JavaScript, Objective-C, PHP"
2014,"C#, JavaScript"
2014,Java
2014,"C#, SQL"
2014,"PHP, Python, Ruby, SQL"
2014,"C, C++, Java"
2014,"JavaScript, PHP, Perl"
2014,"C, C++, Java, Python, Ruby, Lua"
2014,"C, C++, Java"
2014,"Java, JavaScript, Scala"
2014,"C++, Lua, XSLT"
2014,"Python, perl"
2014,"Python, SQL"
2014,"C#, Java"
2014,"C#, PHP"
2014,"C#, Java, JavaScript, Python, SQL"
2014,"C++, C#, Python, SQL"
2014,"C, C#, Java, JavaScript, Node.js, Objective-C, PHP, Python, Ruby, SQL, Perl"
2014,"C, Java, Python"
2014,"Java, JavaScript, Objective-C, PHP, Python, SQL"
2014,"JavaScript, Objective-C, PHP, SQL"
2014,"C, PHP, Python"
2014,"C, C++, Python, ActionsScript"
2014,"Java, SQL, Perl"
2014,"Java, Objective-C"
2014,"C#, Java, SQL"
2014,"C++, JavaScript, PHP, Ruby, SQL"
2014,"Java, JavaScript, PHP, SQL, gwt"
2014,"C, C++, C#, Java, JavaScript, SQL"
2014,"C#, JavaScript, SQL, scala, Powershell"
2014,"C++, C#, Java, JavaScript, Ruby"
2014,"C++, C#, JavaScript, SQL"
2014,"Java, JavaScript"
2014,"C++, Python, SQL"
2014,PHP
2014,"C, C++, Java, Objective-C, SQL"
2014,"C#, SQL, vb6"
2014,"JavaScript, Python, Ruby, SQL"
2014,"C, JavaScript, PHP, SQL"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, Node.js"
2014,"C, C++, C#, Java, JavaScript, SQL, j2ee, oracle"
2014,"C#, JavaScript, SQL"
2014,"Java, JavaScript, Python, SQL"
2014,"C, C++, Java, JavaScript, PHP, SQL"
2014,Python
2014,"C, Java, Python, Javafx"
2014,Python
2014,C#
2014,"Java, SQL"
2014,"C++, C#, Java, JavaScript, Python"
2014,"C, C++, C#, Java, JavaScript"
2014,"C#, Java, JavaScript, SQL, Scala"
2014,"JavaScript, PHP, SQL, html,css"
2014,"Java, JavaScript, PHP, SQL, Standard ML"
2014,"C, Java, Objective-C"
2014,"C#, JavaScript"
2014,"JavaScript, Ruby, SQL"
2014,"JavaScript, PHP, SQL"
2014,C#
2014,"C#, JavaScript, PHP, SQL, Dynamics CRM"
2014,Objective-C
2014,"C, Objective-C, PHP"
2014,"Java, JavaScript"
2014,R
2014,"Java, JavaScript"
2014,"JavaScript, PHP, SQL"
2014,"C, C++, Python"
2014,"JavaScript, Objective-C, Python, Delphi"
2014,C
2014,"C++, Java, PHP"
2014,"C#, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C++, Python, SQL"
2014,Java
2014,"JavaScript, Python, Fortran"
2014,C#
2014,"C, C++, C#, Java, JavaScript, PHP, Python, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C, C++, Java, JavaScript, Ruby"
2014,"Java, JavaScript, SQL"
2014,"Java, JavaScript"
2014,"JavaScript, Scala"
2014,"C, C++, JavaScript, PHP, SQL"
2014,"JavaScript, Node.js, PHP, SQL, Redis, HTML"
2014,"C, C++, C#, Java"
2014,Java
2014,"C++, Java, JavaScript, Objective-C, PHP, SQL"
2014,"Java, scala"
2014,"JavaScript, Ruby, SQL, Perl"
2014,"C#, JavaScript"
2014,Python
2014,"C, Java, PHP, Python, SQL"
2014,"C++, C#, JavaScript, SQL"
2014,C#
2014,"C++, C#, SQL, Delphi"
2014,"C#, JavaScript, SQL"
2014,"JavaScript, SQL, PL/SQL"
2014,"C#, Java, SQL"
2014,"Python, SQL, VB.NET"
2014,"C, C++, C#"
2014,"C#, JavaScript, PHP, SQL"
2014,"C, C#, SQL"
2014,Android
2014,"C#, JavaScript, SQL"
2014,"Java, Python, Ruby"
2014,"C++, Java, SQL"
2014,"C, C++, JavaScript, Objective-C, SQL"
2014,Java
2014,"C, C++, JavaScript, PHP, SQL"
2014,"C#, Java, JavaScript, Node.js, Objective-C, PHP, Python, Ruby, SQL"
2014,"Java, JavaScript, Python, SQL"
2014,"JavaScript, PHP, Ruby, SQL"
2014,"C++, C#"
2014,"C, C++, Java, JavaScript, Ruby, SQL"
2014,"C#, JavaScript, PHP, SQL"
2014,"JavaScript, Python, SQL, bash"
2014,"C, C#, JavaScript, Node.js, SQL"
2014,"C#, SQL"
2014,"C#, vb.net"
2014,"JavaScript, PHP, CSS"
2014,"C++, Python"
2014,C#
2014,"JavaScript, Objective-C, Python, Ruby, SQL, clojure, coffeescript"
2014,"Python, SQL"
2014,"JavaScript, PHP"
2014,"C++, C#, Java, JavaScript, PHP, Python, SQL, Perl"
2014,"Java, SQL"
2014,"JavaScript, PHP, SQL"
2014,"C#, Java, SQL"
2014,"C, JavaScript, Python"
2014,"Java, Python"
2014,"C, C#, JavaScript, SQL"
2014,"C++, Java, JavaScript, Python, Ruby"
2014,"Java, JavaScript, Python, SQL"
2014,"C#, Java, JavaScript, SQL"
2014,"C++, Python, LaTeX, emacs lisp"
2014,"SQL, PL/SQL"
2014,"C, JavaScript, Node.js, Objective-C, PHP, Python"
2014,"C#, JavaScript, Ruby, SQL"
2014,"Java, PHP, SQL"
2014,"C, C#, JavaScript, SQL, VBScript"
2014,"Python, SQL, assembler"
2014,"Java, JavaScript, Objective-C"
2014,"C, Java, Objective-C"
2014,"Java, PHP, SQL"
2014,C#
2014,"Java, JavaScript, SQL"
2014,"Java, JavaScript, SQL"
2014,"C#, JavaScript, Node.js, Python, SQL, CoffeeScript"
2014,"C#, JavaScript, Node.js, SQL"
2014,"C#, vb.net"
2014,"C, C++, C#, Java, JavaScript, Python, SQL"
2014,"JavaScript, Python, SQL"
2014,"Java, JavaScript, Python, Groovy"
2014,"C++, Objective-C, Python"
2014,"C++, Java, Python"
2014,"JavaScript, Node.js, PHP, Python, Ruby, SQL"
2014,"JavaScript, PHP, Python, SQL"
